id,message,original,genre
709,"in the nam eo fthe population in my area, that is now living in the streets becuase our houses have been demolish by the earthquake, we want you . .. ","au nom de la population dans mon quartier qui se trouve dans les rues,  cause de nos maisons qui ont t dtruites par le saisme, donc, nous voulons vo",direct
710,"Hello, I have a problem. I want to make an international call but I don't have enough minutes. Please can you help me with that?","Alo, sali mwen gen yon gro problem mwen vle rele lotb dlo em pa gen minit pou moman. Tanpri Ki jan nou ka ede m nan sans sa?",direct
711,. .. i we need security while we wait for your help. i say thanks,"AIT NOUS AVONS BESOIN DE SCURIT. TOUT EN ATTENDANT VOS AIDES, je vous MERCI.",direct
712,"we still do not have help in gressier, Leogane. we are suffering, please help",Li pa posib pou jiskaprezan moun gresye pa jwen sekou pesonn maladi pa kantinye ap soufri paske pa gen dokt,direct
714,"i would like to thank all the country that responded positively and actively to haiti after this natural disaster for a minute. .. but, the country. .. . .. ",je remercie tous les pays qui ont repondus positivement et activement pour haiti apres cette catastrophe naturelle pendant une minute. cependant le pay,direct
715,". .. I thanks for you help, we are counting on you.",NCE POUR VOTRE AIDE NOUS COMPTONS SUR VOUS MERCI.,direct
718,"I am far. here I am. .. I am a woman. I do not have a phone card to call. I am trying to leave Port-au-Prince I am ashamed, I am afraid of cars. Please give me a chance",MWENLWEN. FAN MIMWEN. MWENPAGEN KAT POUM. RELE. SENAN SOVE KITEPORAU. PRINS MWENTWONPE MACHI. NE. SILVOU PLE BAN MCHANS,direct
719,"Good morning, I wrote a message. I do not know if you found it. I am asking ---",Bonjour mwen ekrin yon mesaj m pa kon sin jwenn li. map mande n ed. stephanie rousseau.,direct
720,We need food and medical supplies. There is a bab who is very sick with a high fever.,NOU BESOIN MANJE AK REMD LA FIU POU BEBE NAN DELMA 33 ZONE SILO R,direct
721,"Please, can we still be counted as victims of the drama that occured? I am tired of sending messages to tell you that in La Gonave, we can no longer survive because famin ( empty stomach ) is overwhelming. .. URGENT TO RESPOND",svp eske nou pa konte pami moun kite viktim nan dram kite pase a m bouke voye mesaj ba nou poum di nou nan lagonav nou pakab anko grangou vle fini ak nou,direct
726,AJACDEB association of youngs in haiti for development from Beauduy and neighboring areas. we write you to let you know of the victims. there isnt any. .. ..,AJACDEB association des jeunes en action pour le developpement de Beauduy et des zone a voisinante. Nou ekri w pou nou fe w konnen moun ki viktim. Poko g,direct
727,we make an inventory. There are a lot of destryed houses. A lot of injured people. Lot of deads. It is a catastrophy. Please make an effort for these people. Our address is Route des Freres in Perrier. .. NEED SERIOUS HELP,en resansman ki fet men anpil kay ki kraze moun ki blese ki mouri se yon katastrof. Mezanmi fe yon efo pou moun sa yo. Adres nou se route de frere pernier,direct
729,Why don't the authorithies send help in Mariani?,Poukisa otorite yo pa voye vi n ede n nan mariani,direct
730,"so, we cannot go on. We gave our address, and we need to for you to come and check all that",en men nou pa kache diw sa nou pat ka kontinye anko. Kom nou bay adres si w ta vle voye moun pou vin verifye tout sa AJACDEB di yo.,direct
731,"They need baby food, milk, food and drinking water.","Need tents baby food and milk food items drinking water at brise tout, route de freres, petion ville.",direct
733,I need a card for my cell phone cause I want to call my uncle at Republique Dominicaine ( santo domingo ) Adresse : Delmas 31 Thanks,ma sofri pou yon tikat paske mwen vle rele tonton st dming mwen delmas 31mesi,direct
734,"inform that he earthquale on jnauary 12th, has cost huge loss of life and left more than 2000 refugees. for that reasons, we are asking your . .. ",former que le seisme du 12 Janvier a engendr des pertes normes en vie humaine et a laiss plus de 2000 sinistres. Par consquent nous sollicitons de,direct
735,"People at dAL cARREFOUR ( lIMY STREET ) NEED wATER, MEDICATION, FOOD","moun sou dal blok site limy, chevalye : pa gen dlo potab, tant, remd, manje. svp, fe yon bagay pou nou",direct
736,he did not see any cybercafe he will let you know when he sees one.,Mwen pa w okenn cyber caf ouvert nenpt li mwen youn ouvri map mete nou okouran.,direct
737,How to find help and what kind of help,Comment faire pour trouver de l'aide et de quel genre,direct
738,"I am AT nazon Street, with no food, no doctor with a baby.",Mwen nan wout de Nazon yo pa gem pote enyen pou nou mwen gen you bb mwen pa gen doct,direct
740,We're homeless. We live in Mais Gate. We cannot stay at our house in Pax Vila. Thank you.,"Nou sinistre, nou rete nan Mais gate, nou paka ret nan kay nou nan Pax Vila a. Mesi.",direct
741,They're announcing a lot of rain for Haiti tomorrow,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
742,The message was cut. It reads : ouquets ( I suppose the rest of CROIX DES Bouquets ) in a zone called Campeche Dumay.,"ouquets nan yon lokalite ki rele campche dumay, non zon nan se ka",direct
743,"We have not received food in Santo, Croix des Bouquets. Thanks.",NAN ZONE SANTO YO NAN KWADEBOUKE PA TOUCHE NAN DISTRIBISYON MANJE A. MESI,direct
745,He is in gros morne all the wounded are there but they do not have health care. i am asking you to come and help them for me please. he didn't precise the number of wounded people.,Si tou pou komin gwo-mn seksyon pandi tout blese yo vini e yo pajwenn swen sante mwen mande nou f entvansyon sa a pou mwen svp,direct
749,"we are in need of water, anti biotics, face masks and tents. we are at Lamentin 54, rue cocteau, carrefour","Nou bezwen dlo, antibiotic, cache nez, tente. Nou nan lamentin 54 rue cocteau, carrefour",direct
750,"We haven't received anything! We're 173 homeless, we have no food, no drinkable water. Helicopters can come where we are. Deland 3rd section. Translator's note : I DON'T KNOW WHERE DELAND IS. PLS CALL THEM TO FIGURE OUT.","Zon nan pa gen sib ni net. Mezanmi, fe yon efo pou nou. Paske se 173 moun ki pa gen kay, mange, bon dlo. Kote nou ye a, elikopt ka desann. Deland 3e seksyon",direct
751,"I need rice, flour, oil, milk, sugar, spaghetti, water, , magi, tomato paste, cheese ( no locator information in text )",Mwen bezwen diri. pwa. farine. lwil. lot. Suk. spagti glo trt magi. patomate. B fomage,direct
752,"Good evening! Radio 1, have you heard from Tiyous?",Bonswa svp eske radio 1 papran nouvel tiyous,direct
756,"Please I have to go to the USA on the 24, will I be able to because I am told that people cannot travel/fly out of Haiti?",svp mwen gen poum pati usa le 24 eske map ka pran vol. paske yo di moun pa vwayaje.,direct
757,Good afternoon. .. HELP. .. We are located in Port-de-Paix. We need food for the people that just arrived and they do not have NOTHING to eat. Please listen to our PLEA. ..,Bonswa help nou nan vil port-de-paix nou beswen manje pou moun ki vini yo ki pa gen anyen pou yo nou ri tanpri koute kri nou.,direct
758,Good evening! I am trained in Agronomy and I would like to work in that field. Thanks,"bonsoir je suis un technicien en agronomie, jai besoin de travailler dans ce domaine. merci",direct
759,I thank you for the good work you are doing,MWEN REMSIE DIGICEL POU BON TRAVAY LAP F. MWEN SE YON SINISTRE AKT,direct
761,I want to tell Digicel that all my family perished. I lived in Fontamara. Now I live on the street and a friend allowed me to use his phone.,Mwen vle pou digicel toute fanmi m mouri mwen rete fontamara mwen nan larie yon zanmi ki pretem telephonn nan,direct
762,Please. .. Send me some minutes for my phone. Thanks.,PL VOYE YON TIMINIT POU MWEN MESI,direct
763,"I am eating lemons ( or in nan sitron-- an area? ), I am hungry, thirsty, I am dirty. Please save me I am dying.",Mwen nan sitron mwen grangoum swaf mwen sal svp sovem map mouri,direct
765,No Address your answer is my only hope,"repons nou, se sel espwam.",direct
767,starting from saint michel delatalay we have people that are leaving port au prince and that are coming with their friends. can you send help for saint michel,Depi stmichel delatalay nou gen moune tout peyiya parap sakite pa toprens yo vine ak zan miyo nou kap ede voye ed nou stmichel tou esperance cetoute,direct
768,The government authorities ask for decentralization. That people from the provinces should go back. .. to their original regions.,"orite yo mande desantralizasyon, pou moun an pwoven ale lakay yo,",direct
769,"Relative to all the people leaving the capital, and migrating to other cities, what is the plan? Do you know that our cities are overcrowded?","Pou tout moun kite nan kapital la, ki antre nan lot vil yo, kisa yo panse fe pou yo. paske nan vil mwen ye, genyen anpil moun ki nan vil la, yo pa menm konne",direct
770,3 children my house was destroyed with everything I had there's no one ( incomplete ),3 PITI KAY MWEN TE LOU E A KWAZA AK TOU SAM TE GEN MWEN PA GEN MOU,direct
771,Hello we are in leogane in the area Signo before Banbou foundation we need food and water don't forget this area we have not receive anything yet,Bonswa nou leyogan nan zon signo avan fondasyon banbou nou bezwen manje avek tant mesi pa bliye nan zon sa paske nou poko jwenn anyen ditou nan zon sa,direct
772,Simpaties to all haitian people,ans tou a tout fanmiy ki an dy. Mwen se moun okap e map viv okap m,direct
773,iss there a way to send help to cap haitien too because many people ( incomplete ), yon mwayen pou yo voye ed tou nan cap haitien paske gen anpil mou,direct
774,people living in p-a-p that are from cap haitian. there are alot of people in your city,n okap ki tap viv potopwens ki tounen lakay yo. genyen anpil moun,direct
775,at some point the hunger is going to be even more of an issue if there is no aid,an jou kap vini yo grangou pwal ogmante nan vil la si pa gen entva,direct
776,I would like to know if People by chansolm who were in port-au-prince are going to get any help,Mwen ta rennen konen e nou moum chamsolm ki te port au prince ki viktim nan trenbleman ki n ap fe pou nou,direct
777,we are in Petit-Goave and we have a great need for water and food because whatever we had. .. it is finished,Nou nan tigwav e nou gen gran beswen dlo ak mange paske sa nou te genyen yo fini,direct
779,Hello we are in Belok Leogane. We are hungry we have nothing for the area of belok. It is the student association of belok Leogane,"Salut,nou nan belok zon leogan nou grangou nou pa jwen oken ed isit la tanpri voye ed pou nou belok.msi se asosiasion etudian depi belok leogane.",direct
780,See what you can do for me. My house is destroyed. I am starving for food. I live in Mariani ( Carrefour ). I cannot take it anymore. HELP!!!,w sa nap fe pou mwen kay mwen kraze mwen grangou mwen rete mariani mwen pa kabap ank sekou,direct
781,"In the 11th section, Gros morne, Leogane, there are no one to help. Flue, hunger, homelessness and compromised soil and structures. We","nan onzyem seksyon kominal gwo mon leyogan nou pa jwenn okenn pesonel pou ede nou. grip grangou n ap domi nan seren, tout kay nou kraze, te yo fann net, nou",direct
782,We can't take it anymore! Help us please. This is most likely coming from everywhere in Port-au-Prince and Leogane. ,pa ka sipote anko ede nou tanpri.,direct
783,department of Grand Anse we have alot of problems there are over 8000.,ye depatman grandans paske nou gen anpil pwoblem gen plis pase 8000,direct
784,We are waiting for distribution of food in the Nazon area because we are suffering very much. please pass this message along.,Nap tann distribite manje yo sou zon nazon paske nap soufri anpil. F mesaj la pase pou nou tanpri.,direct
785,I have a person alive under the Caribbean market. help me save them.,M gen yon moun vivan anba maket karibeen nan edem sovel,direct
786,"Carrefour lamentin 54 route rail centre la grace hospital need food and medication and water we need help food and water medecine TN : using openstreetmaps, I found a large building on lamentin 54 that could be an hospital. .. please confirm.",Carrefour lamentin 54 route rail centre la grace hopital nou bezwen ed manje dlo medikaman we need help food and water medecine,direct
787,"Asking for Water, Food and Tents",mais gate treize village zao impasse a en urgence nou bezwen dlo manje ak tant sos,direct
789,We need medicine for Hypertension and tampons/pads and medicine for thee baby too.,NAN DELMA 33 ZONE SILO RU NOTRE DAME E LAMOU NOU BESOIN MEDIKAMAN POU TENSION AK KOTEX REMED POU BABY TOU,direct
790,"Need tents, water and food. Children are sick with fever.","NOU NAN KOTE 28 RUE RICHARD Nou BEZWEN TANTE, DLO MANGE TIMOUN YO GEN GRIP AK FIEV NA SEREN AN MESI DAVANS SE REMY SAINT VAL!",direct
791,I am without help. Please help. I am homeless.,Mwen san se kou edem tanpri mwen nan la rie,direct
792,"We Don't have food, there is no water, there is no money. Our house collapsed in Port-au-Prince with everything inside it. I need work, I need incomplete text probably.","ose-ANdre Jn Gilles. Nou pa gen manje pa gen dlo pa gen lajan. kay nou kraze Port au prince ak tout sa ki te la dan l. Mmen bezyen travay, mwen bezyen pat",direct
793,Aide needed with food and water.,AIDE MANJE Avec dlo a DELMAS 19 : 2EM RUE JEUNE,direct
794,"we need food, and water please",Nou nan kafou mon repo 48 ri duga nou gen pwoblem manje ak dlo potab ede nou silvouple.,direct
795,"Please, I am suffering. give me a cahnce to save a life. please call this number so i can be involved. thak you four comprehension",Tanpri map soufri banm yon chans pou mwen rantre yon kat poum sove yon vi oubyen rele nimewo a. Mesi pou konpreyanson nou.,direct
796,"we need food, water, toilets and security forces need to be present when the distribution of goods happens. We are on the Plaza in Canape Vert ( Place Canape Vert ). Please bring tents. Please save us. ( FRENCH ) Nous avons besoin de nourriture, d'eau, de WC. SVP venez avec les forces de securite pour garantir le bon droulement de la distribution de ces items. Nous sommes sur la place du Canape Vert. apportez aussi des tentes. SVP aidez nous.","Nou bezwen manje, dlo, kote pou nou twalut epi nou bezwen anpil sekirite li distribisyon an. se sou plas kanapev a nou ye. pote tant. tanpri vin sove lavi nou.",direct
797,we live in Fontamara 27. We have problems with lack of food and shelter. please help us,( Nou abiti nan fontamara 27 ) Nou gen problem la manjay ak lojman s v p di nou Yvens,direct
798,"i am in Bombardopolis, Haiti A lot of people are dying He probably is talking about rescued people who are baddly injured they need medical supplies",Mwen nan Bonbadopolis Ayiti. Anpil nan moun ki pa mouri nan katastw,direct
799,"Please, durinfg the earthquake, we lost our house and we are injured and we need help. we are students",Svp pandan tranbleman de terre a te pase a li kraze kay nou te rete a epi genyen blok ki tonbe nou silvoupl nou bezwen yon aide se elv lekol nou ye nou,direct
800,"I am in the zone : Jan-Deni first secton. Small river, Artibonite.",Mwen nan zonn Jan-Deni pwemye sektyon petit rivy de latibonit.,direct
801,"People in grand goave, especially n Foch. we are hungry and we are sleeping in the street. please help",Mou nan depatman lwes zone gran gwave localite foche nou grangou nou nou nan la ri mwen se agar larose.,direct
802,A lot of victims arrive at the hospital Erez Marchand Dessalines.There's A LOT OF doctor VOLUNTEERS in place,"Gen yon bann viktim ki rive nan lopital Kl Erez Machan Desalin.Dapri paran viktim yo, gen anpil volonte nan mitan medsen ayisyen ki te deja sou plas men",direct
804,elle est vraiment malade et a besoin d'aide. utilisez mon numero de tlphone pour obtenir plus de renseignements. Nous attendons une reponse. Aucun numero fourni par contre.,she is really sick she need your help. please use my phone number to get more informations about her. We waiting for your answers.,direct
804,elle est vraiment malade et a besoin d'aide. utilisez mon numero de tlphone pour obtenir plus de renseignements. Nous attendons une reponse. Aucun numero fourni par contre.,she is really sick she need your help. please use my phone number to get more informations about her. We waiting for your answers.,direct
805,there was a cold front over cuba this morning. It may come through Haiti tomorrow. Some isolated showers are also forcasted over our region this evening,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
806,We thank you for choosing to help Haitians in Haiti. I salute you in the name of the Lord.,Je tiens  vous remercier d avoir choisir d aider nous les haitiens en Haiti. Je profite de cette meme occasion pour vous saluer dans le nom du seigneur,direct
807,"i AM located at Leogane ( Lompre ) no house, no food, no water",Se leyogan haiti nan yon zon n ki rele lompre nou pa janm we personn jiska presen tou t moun n kap viv nan zon n sa a pa gen kote pou yo domi tou t kay n,direct
808,"We are located at leogane laferone. WE are diing with no food, no house. Help us please",Nou nan leogan laferone nap mouri la fen kay nou kraze. fe yon jan pou nou svp,direct
809,We have several people suffering from dehydration because we do not have water. we are in Leyogan. ? in a different route bary. thursday.,"Mezanmi men n fok gen de ka dezidratasyon la akoz de mank dlo potab. ( a j l ) asosyasyon jan nan leyogan, s v p ede nou, presizeman nan dif rout bary jedi",direct
810,Intersection/crossroad of PALOMA need water and food please,KAFOU PALOMA BEZWEN DLO AK MANJE S. V. P,direct
811,Please put a prepaid card ( minutes ) for me. .. I want to. .. with someone overseas,svp mete yon kat pou mwen vle ak yon moun ld b.,direct
812,"every kind ( food, water, tent, first aid kit. .. )","utes sortes ( nourriture, eau potable, tente, kit de premier soin. e",direct
813,PLEASE HELP ME I LOST ALL MY FAMELY I GOT ONLY ONE PERSON WHO USE TO TAKE CARE OF ME GOT HER PHONE NUMBER AND HER SOCIAL NUMBER SHE SAID SHE LL HELP ME,PLEASE HELP ME I LOST ALL MY FAMELY I GOT ONLY ONE PERSON WHO USE TO TAKE CARE OF ME GOT HER PHONE NUMBER AND HER SOCIAL NUMBER SHE SAID SHE LL HELP ME,direct
815,"I am asking for your help please, because we can't no longer take this. Come rescue us, we can't find any help. Just stop by and come see us. I am waiting and I thamk you in advance","i map man2 d nou sipe nou paske paka reziste ank vin snve nou menm kan nou pa jwenn ed men pase we nou, map tann nou mesi pou sip davans. NADE JEAN CHEL",direct
816,we need food and water for 70. we are located at dincombe street ( College Louis Mercier ) there' s an other one at Lamarre streer at the parking,"Nou solisite ed w pou manje ak dlo, tente pou 70 personnes. Wap jwenn nan rue dincombe collage louis mercier. Gen yon lot nan rue lamarre au parcking de",direct
817,don't forget la sogebank has a lot of victims. Thank you,la sogebank. Pa bliye for-national se la ki plis victime. Merci,direct
818,I want to know where is the cyber ( Internet ) cafe,MWEN TA RENMEN KONNEN KOTD CYBER CAFE A YE.,direct
819,"Earthquake, also heklp us find tents, water, vitamins, food, medicine, lamps, sheets, everything. Thanks for everything.","t earthquake. Also, help us to find : tent, water, vitamin, food, medicament, lamp, sheet ( everything ). Thanks for all.",direct
820,"Thank you very much, when they going to have a follow up?",Mesi anpil. Kil ap gen yon swivi?,direct
821,"In Mirebalais, we have 2 Cyber Cafe working across the wester Union.",Nan vil mibale nou gen 2 cyber cafe ki an fonksyon. /AFS WESTERN UNI,direct
822,"Hi, this is the Cite Militaire association, we heard that people were giving help, but we did not find anything yet.",slt se asosiyasyon cite militaire nou tande y ap bay d nou nan cite militaire nou poko jwenn anyen stp panse ak nou mesi,direct
823,"i need to go to find my family in USA. I have no house, no clothes, no money and no food come to my zone. Please help me","My name is VENDREDI Salomon Kenley, i need to go to find my family in USA. I have no house, no clothes, no money and no food come to my zone. Please help me!",direct
824,we have a lot of problems. We cannot sleep or eat. They have not brought any help for us. we want to go to the united states toour family to help us. help us please,Nou gen anpil problem poun domi mange et yo papase pote ed pou nou. nou vle al jwenn fanmin nan usa ki ka ede nou. ede nou tanpri,direct
825,"Big problem that we have in Barade, we are asking Digi to see what it can do for us so we do not die of food starvation. Ok Thank you.",wo pwoblem sa nou genyen nan barade nap mande pou digi w sa la fe pou nou pou grangou pa touye nou oke mesi.,direct
826,"People from Delmas 32 are asking if they will let them die with dead people odors, hunger, thirst and sunburn. .. They heard shelter and medicine were given but they never got any.","Se nan delma32 ki ap mande eske ti rs Bon Dye f gras yo, mouri ak mov zod, grangou, swaf dlo, soley, seren. mwen panse yo ta mache bay tant, bay medikam",direct
827,i want them to build the capital another place,Mwen ta renmen yo bati kapital la yon lot kote.,direct
828,"people on street dza plastik didn't receive nothing no water, no food",Moun nan ri d za plastik poko jwenn anyen,direct
829,"Hello I can't receive call, when someone try to reach me, there's a message saying the number is not available. Please try to fix the problem for me","Bonswa, MWEN GEN DIFIKILTE POU MWEN RESEVWA APEL, LE YON MOUN RELEM YO DI NIMERO A PA DISPONIB. S. V. P REZOUD SA POU MWEN.",direct
830,"Child needs food, water, medical care, etc.","Nou nan fontamara 27 imp paulette, nou bezwen dlo, medikaman, manje, elatriye.",direct
831,we need help at jumelle street delmas 33 in port au prince,"We need help at jumelle street delmas 33, P. A. P, HAITI",direct
832,"We need Help, food, water, medicine. .. we are right across the Justice Palace","We need help!!! Nou nan place en face palais justice. nou bezwen dlo, mange, medicament.",direct
833,"I have a lot of problem, I cant call my family in port au prince, I need a card on my cell phone please.",Mwen gen anpil problem mwen pa gen kat pou mwen rele fanmiy mwen yo nan potoprens map mande ed pa nou lite se kat ke nou ta ban mwen sou telefon mwen ms,direct
834,"we need aid, i am in fontamara with my husband. we have no home please contact at this number thank you",j ai besoin d aide je suis a fontamara j ai perdu mon mari ainsi que maison je n ai pas d abrit contactez moi sur ce numero merci,direct
835,we need food amd water for alot of kids,Nou nan zon deklch apr latrenbl wout malpas nou bzwen manje ak dlo pou anpil timoun ki nan bzwen mesi. CADET JEAN JUNIOR!,direct
837,we are in la plenn. we no food or water we are living off of god. we are waiting for help,Nou menm lan la plenn nap pase yon move moman nou pasa manje nou pa jwenn dlo nap viv sou kont granmet la nap tann ed nou,direct
838,"we need TENTE, food, everything. .. .. .. .. ...",nou bezwen tente manje toute bagay nom se higgens guerilus adres mw,direct
839,"I thank you all for your disposition to provide relief. Please, we are a family of 8 persons, we would like to be granted 2 tents. Thank in advance. Note : Please call to check location",Mwen remesye nou pou dispozisyon nou nan bay aide svp nou se you fanmi de8 menbre nou ta renmen jwen n subvention 2 tente merci d avance,direct
840,"I need food and clothes, I am in Lasile.","Mwen bezwen manje ak rad mwen lazil,",direct
841,"we have no home, we are hungry, we have nothing please help","Nan Bon-repos zone Rosembert 2 nou pa gen kay, nou grangou, nou pa gen anyen ditou ede nou mezanmi.",direct
842,"my house is down, I have nothing",Kay. mwen kraze. mwen pa gen anyin. mesi,direct
843,"at Bicentenaire, itS broken go see them",se bisantn li kraz pase wl pou m li pap fe aye,direct
844,"We are in Bois Moquette, we have no help, sleeping in the Cold, no tent, and criminals are all over the place.",NOU NAN BOIS MONQUETTE NOU PA GIN AIDE CE NAN FREDU YA NOU DORMI NOU PA GIN TANTE VOLE AP FE NOU COURI,direct
845,HELP ME. .. You can call me on my number. Thanks. Note : Call to check location,ede m ou met relem sou nimero sa ok mesi,direct
847,i am in the street with my whole family. the address is martissant 23 in the streets,Se nan lari m ye manman m onbon ak tout from ase nan lari b teyat la mwen menm m nan martissant 23 nalari a,direct
848,"We need help at Place Mausolee facing the Palais de Justice ( Court Building ). We do not have access to water, we do not have food to eat",Nou bezwen aide nan plas mosole anfas ancien palais justis la nou pa gen dlo nou pa gen anyen,direct
849,"At st Martin Street entrance Mariella street we need help we have no house, we need water, food. thanks","Nou menm ki nan ri sen maten antre riyl maryela nou bezwen ede paske depi la bagay se nan lari nap demi. Nou bezwen dlo, manje, ti tant. pou komite-a wilbe",direct
850,"We need help. We are located at the place in front of the Palais de Justice There' s a lot of babies. We need water, food and medication.","Nou bezwen aide en urgence nou nan place en face palais justice la. gen anpil ti bb, nou bezwen dlo, mange, medicament",direct
851,i am in kenscoff we have no home and we are sleeping on the streets we need first aid kits,"Map koute kenskof nou pa gen kay nap domi nan seren nou bezwen prela, lenn ak pwodwi premye nesesite e alimante yo se : Denson",direct
853,I need you to send me 50 dollars for me through CAM Transfer. Mer. .. Note : Uncomplete message. Person was trying to ask someone? to send money through a Money Transfer House ( CAM ). But the message is truncated. Please call to check. ..,mwen bezwen pou nou ta voye 50 us pou mwen par C. A. M transfert. Mer,direct
854,"We are the female assiciation of Shada, we need food, water, tent and medications. We are around Damien and carrefour Shada.",NOU SE AFS ( ASSOCIATION FANM NAN SHADA ) NOU BESOIN MANJE ak DLO AK TENTE AK MEDICAMENTS nou nan do damien ak shada ET BIGARATE,direct
856,"Please help me, I am at the street Bwamonket impasse pericles. No ffod, no water",Mwen nan ri bno prolonje bwamonkt empas pericls mwen pa gen kay mwen nan fredi a edem svp. ..,direct
857,Contact his father in Chicago. He works at the national palace.,Mwen rele henry josny coupet papa m pa janm antre ayiti mwen pa gen kontak li se chicago li ye li se sitwayen ameriken mwen tap travay lan pale nasyonal,direct
858,I want to talk to someone in your organization Note : To follow-up. ..,Mwen vle antre an konta ave nou.,direct
859,"Good Night. We are 8 people who are refugees in Coix des Bouquets, Duval 30. We would like to benefit from food kits and 2 tents. Thank you for your understanding.",Bonsoir nou se 8 moun ki sinistre ki refigye nan kwa dbouk duval 3o. nou ta remen benefisye de kits alimentaire ak 2 tente. merci pou konprensyon nou,direct
860,"We are located in rue St-Martin close to Ruelle Mariela. We need help because since the earthquake, we sleep in the streets. We need water, food, tents for the committee. .. sta. .. Note : Message truncated. .. Call for details. ..","Nou menm ki nan ri sen maten antre riyl maryela nou bezwen ede paske depi la bagay yo se nan lari nap demi. Nou bezwen dlo, manje, ti tant. pou komite sta",direct
861,Food and water is needed at the Benoit Batraville school at Laboule 13,We need food and water in benoit batravil lyce at laboule 13. Think you.,direct
862,What is the address of the radio station? I ask because I need to drop off a file for the committee we created. Thanks in advance!,Ki adres radyo a? Paske m bezwen al depoze dosye ki bay detay sou komite nou fmea. Mesi davans!,direct
862,What is the address of the radio station? I ask because I need to drop off a file for the committee we created. Thanks in advance!,Ki adres radyo a? Paske m bezwen al depoze dosye ki bay detay sou komite nou fmea. Mesi davans!,direct
863,Where we are we can't find anything. Not even a little water or help.,CHE nou poko jann jwenn anyen menn yon ti dlo nou poko ka jwenn ede,direct
864,"No location : we dont know what to do, help us please.","nou, nou pakonn sa pou m f, ede nou tanpri.",direct
865,"I will no longer bother you, I have so much problem and I keep on texting you but you never reply, good night","Mwen pap okipe nou, mwen gen pwoblem sou pwoblem. Mwen mande nou d, nou pa reponn mwen. Bon nwi",direct
866,I am in the streets with 1 dress. .. . help me please,N LARI A AK YON SEL TI RAD. EDEM AL JWEN YO TANPRI!,direct
867,"I am a victim in the south department, Aquin, I havent found any help yet, there are a lot of people in the area and they have no help still.","M se yon viktim, ki nan sid AHITI ( aqen ) m pako jwenn anyen nan ed yap bay la, gen anpil moun nan zon nan ki vikti osi ki poko jwenn ed la tou oke mesi ( la",direct
868,What it 's going on on the next few days,Kisa ki pral rive nan jou kap vivi yo,direct
869,Message received. Message recu. Mesaj ou ale BERIBHTEN INBOX,Message received. Message recu. Mesaj ou ale BERIBHTEN INBOX,direct
871,"Please my Brothers help me, things are going harder and harder. Life is really expensive please help me","Tanpri Fr m yo, fe yon men leve pou nou, paske bagay yo chanje karakt nan men nou. e akoz lavi che a ki ogmante a pason pa an mezi bay d a peson, rele",direct
872,"a lot of people left the city to go to the province ( rural ) areas, we need to encourage decentralization, create work for the camp to be . .. ",beaucoup de gens ont quittes la ville pour se rendrent dans les provinces. il faut encourager la descentralisation. creer du du travail pour que les camp,direct
873,"We called at a radio station they do not do anything, we contacted some other people, nothing, contact us at this number please, come help us. ( no number provided from this message )",Nou rele nan radio yo pa janm fe anyen nou kontakte kek enstans ki konsne yo yo pa okipe nou kontakte nou nan nimewo sa silvoupl vin pote n sekou nan,direct
874,"I need white man to give tent, cause the government and the police will take them",e tet mwen. Se blan ki pou bay tant yo paske gouvenman avek polis yo pran tout tant yo.,direct
875,There is no food distribution in the area where i live?,yo pa vi bay mange nan zon lakay mwen.,direct
876,Thank you. I'm in the Northwest in the countryside. I'm not able to find any cyber cafe that functions. I'm going to see if I can listen to the radio,@p# @Msi mwen nan ndws mwen andey vil la mwen poko ka voye non cyber cafe ki anfonksyon an ale nan 4636la mwen pwalw simka kapte radyo a mesi ank bon nw,direct
877,"Please, is this the number to call to get more information.",@p#@i. silvoupl skemka rele nan nimewo vwala sa a poumka jwenn pibon infomasyon?,direct
878,My Family in Ti Goave and my mother who is there need food and tents,Fanmi mwen nan vil tigwav ak manmanm ki nan 9m seksyon tigwav bezyen ed. tankou : nouriti ak tant pou nou ka sove vi nou. mwen jean louis AndrFable. miz ap,direct
879,4636 : MInustah fm radio is working now on 106. 1 FM and 94. 9FM,4636 : Radyo MINUSTAH FM ap mache kounye-a sou 106. 1 FM ak 94. 9 F,direct
880,I am a law student. I don't have a place to stay because my home is destroyed. I haven't received any of the aid the foreigners have sent.,"idyan an sians jiridik, deziym ane jean price mars ( ujpm ). mwen pa gen kote poum rete paske kay mwen kraze, epi mwen pa jwenn ed ke peyi etranje yo voye",direct
881,"We are a kan of 600 people stationed at Riboncy Street. Honorat at Nazon area, we have no water and tent. Please help us.","Nou se yon kan 600 moun ki plase nan ri boncy, honorat ( nazon ) nou bezwen dlo ak tant. S. V. P AIDEZ-NOUS",direct
882,"at calboi place, we need food and water",Place calboi besoin mange ak dlo,direct
883,need some help please we ar at carrefour pernier please verify location. ..,beswen aide svp nan kfou pernier,direct
884,"Dear Friends, Say something for me. i have a lot of problems My mom, my dad, my brother and sister all gone. I have no one to call. Please help me",Mezanmi di yon mo pou mwen tet mwen chaje manman papam sam from toute ale kitem mwen pa gen moun poum rela non kom ap koupe edem souple,direct
